Lufttemperatur	Nedbør (1 t)	Actual Total Load [MW] - BZN|NO1	inflasjon
13,3	0	4008.0	5.4
13,9	0	3990.0	5.4
14,2	0	3949.0	5.4
13,4	0	3971.0	5.4
12,9	0	4017.0	5.4
11,9	0	4083.0	5.4
9,8	0	4002.0	5.4
10,5	0	3851.0	5.4
9,7	0	3685.0	5.4
9	0	3569.0	5.4
8,4	0	3492.0	5.4
6,2	0	3375.0	5.4
4,6	0	3309.0	5.4
5,5	0	3300.0	5.4
4,9	0	3368.0	5.4
3,3	0	3413.0	5.4
4,4	0	3478.0	5.4
3,5	0	3597.0	5.4
5,6	0	3711.0	5.4
7,7	0	3823.0	5.4
8,4	0	3868.0	5.4
9,4	0	3801.0	5.4
10,6	0	3731.0	5.4
10,8	0	3697.0	5.4
11,5	0	3589.0	5.4
11,4	0	3580.0	5.4
9,9	0	3635.0	5.4
10	0	3727.0	5.4
9	0	3848.0	5.4
7,1	0	3976.0	5.4
5,4	0	3888.0	5.4
5,2	0	3785.0	5.4
4,8	0	3675.0	5.4
5,1	0	3562.0	5.4
5,1	0	3464.0	5.4
4,8	0	3376.0	5.4
5,1	0	3376.0	5.4
4,2	0	3298.0	5.4
2,8	0	3337.0	5.4
1,2	0	3393.0	5.4
0,6	0	3497.0	5.4
1,2	0	3551.0	5.4
2,5	0	3668.0	5.4
3,7	0	3817.0	5.4
4,3	0	3984.0	5.4
4,8	0	4013.0	5.4
6	0	3924.0	5.4
7,8	0	3874.0	5.4
9,8	0	3771.0	5.4
14,2	0	3686.0	5.4
15,3	0	3619.0	5.4
13,9	0	3668.0	5.4
12,4	0	3669.0	5.4
11	0	3737.0	5.4
9,9	0	3900.0	5.4
9,3	0	3903.0	5.4
8,8	0	3744.0	5.4
9,2	0	3536.0	5.4
9,2	0	3333.0	5.4
8,3	0	3220.0	5.4
8,1	0	3206.0	5.4
8,5	0	3204.0	5.4
8,9	0	3189.0	5.4
9	0	3318.0	5.4
9,8	0	3733.0	5.4
10,2	0	4161.0	5.4
10,8	0	4265.0	5.4
10,3	0	4261.0	5.4
9,4	0	4183.0	5.4
10,3	0	4112.0	5.4
10,9	0	4048.0	5.4
10,4	0	3968.0	5.4
11,7	0	3935.0	5.4
10,7	0	3926.0	5.4
9,8	0	3999.0	5.4
8,5	0	3993.0	5.4
7,8	0	3957.0	5.4
5,9	0	4021.0	5.4
4,9	0	4190.0	5.4
4,2	0	4152.0	5.4
2,9	0	4077.0	5.4
2,4	0	3895.0	5.4
1,5	0	3732.0	5.4
1,6	0	3621.0	5.4
0,1	0	3614.0	5.4
-1,2	0	3648.0	5.4
-2,1	0	3728.0	5.4
-2	0	3938.0	5.4
-2,5	0	4483.0	5.4
-1,5	0	4948.0	5.4
0,4	0	5026.0	5.4
2	0	4894.0	5.4
2,3	0	4696.0	5.4
3,6	0	4631.0	5.4
4	0	4504.0	5.4
3	0	4423.0	5.4
2,3	0	4399.0	5.4
1,3	0,2	4441.0	5.4
2,9	0	4471.0	5.4
1,6	0	4467.0	5.4
1,6	0	4469.0	5.4
0,6	0	4538.0	5.4
-0,3	0	4668.0	5.4
-0,3	0	4646.0	5.4
-0,9	0	4515.0	5.4
-1,1	0	4315.0	5.4
-1,8	0	4114.0	5.4
-2,4	0	4046.0	5.4
-3,1	0	4066.0	5.4
-3,4	0	4074.0	5.4
-4,5	0	4159.0	5.4
-4,9	0	4265.0	5.4
-5,9	0	4778.0	5.4
-4,7	0	5318.0	5.4
-1,4	0	5382.0	5.4
0,2	0	5182.0	5.4
1,4	0	4991.0	5.4
3,4	0	4759.0	5.4
3,8	0	4600.0	5.4
4,5	0	4696.0	5.4
4,5	0	4474.0	5.4
5,1	0	4448.0	5.4
4,7	0	4594.0	5.4
3,2	0,1	4517.0	5.4
2,6	0	4497.0	5.4
1,2	0	4558.0	5.4
-0,2	0	4708.0	5.4
-1	0	4714.0	5.4
-0,6	0	4552.0	5.4
-1,2	0	4385.0	5.4
-0,8	0	4188.0	5.4
-1,5	0	4108.0	5.4
-1,6	0	4059.0	5.4
-2	0	4081.0	5.4
-3	0	4098.0	5.4
-2,5	0	4280.0	5.4
-2,4	0	4784.0	5.4
-1,9	0	5218.0	5.4
1	0	5224.0	5.4
2,4	0	5030.0	5.4
3,5	0	4826.0	5.4
3,7	0	4682.0	5.4
4,3	0	4666.0	5.4
5,7	0	4579.0	5.4
4,8	0	4548.0	5.4
5,9	0	4507.0	5.4
4,2	0	4504.0	5.4
3,3	0	4515.0	5.4
2,5	0	4523.0	5.4
1,5	0	4562.0	5.4
-0,2	0	4702.0	5.4
-1,3	0	4736.0	5.4
-1,7	0	4633.0	5.4
-2,1	0	4431.0	5.4
-1,8	0	4282.0	5.4
-2,1	0	4220.0	5.7
-2,4	0	4201.0	5.7
-3,1	0	4185.0	5.7
-4,2	0	4232.0	5.7
-5	0	4414.0	5.7
-4,2	0	4869.0	5.7
-3,6	0	5319.0	5.7
-0,3	0	5392.0	5.7
0,7	0	5220.0	5.7
1,8	0	5101.0	5.7
3,4	0	4967.0	5.7
4	0	4805.0	5.7
3	0	4679.0	5.7
3,1	0	4606.0	5.7
4	0	4571.0	5.7
3	0	4549.0	5.7
3,9	0	4506.0	5.7
3,8	0	4435.0	5.7
1,6	0	4479.0	5.7
-0,1	0	4616.0	5.7
-0,9	0	4595.0	5.7
-2,1	0	4488.0	5.7
-2	0	4351.0	5.7
-2,6	0	4234.0	5.7
-3,3	0	4168.0	5.7
-3,1	0	4110.0	5.7
-3,3	0	4116.0	5.7
-3,9	0	4152.0	5.7
-4,7	0	4226.0	5.7
-5,1	0	4376.0	5.7
-3,3	0	4507.0	5.7
-0,3	0	4589.0	5.7
1	0	4632.0	5.7
2,8	0	4654.0	5.7
4	0	4571.0	5.7
5,2	0	4417.0	5.7
6,4	0	4275.0	5.7
7	0	4128.0	5.7
8,2	0	4027.0	5.7
7,8	0	4026.0	5.7
7,4	0	4042.0	5.7
6,3	0	4090.0	5.7
4,7	0	4184.0	5.7
3	0	4212.0	5.7
0,9	0	4207.0	5.7
0,8	0	4131.0	5.7
0,5	0	3997.0	5.7
0,7	0	3876.0	5.7
0,1	0	3817.0	5.7
-0,5	0	3773.0	5.7
-0,9	0	3791.0	5.7
-1,3	0	3804.0	5.7
-1,7	0	3847.0	5.7
-2,2	0	3915.0	5.7
0,2	0	3946.0	5.7
1,8	0	4030.0	5.7
3,2	0	4127.0	5.7
4,1	0	4073.0	5.7
5,7	0	4151.0	5.7
6,5	0	4104.0	5.7
6,7	0	4052.0	5.7
7,1	0	4057.0	5.7
7,7	0	4122.0	5.7
7,6	0	4082.0	5.7
7,3	0	4091.0	5.7
7,4	0	4175.0	5.7
6,6	0	4245.0	5.7
5,8	0	4356.0	5.7
5,5	0	4311.0	5.7
5,6	0	4140.0	5.7
5	0	3962.0	5.7
5	0	3775.0	5.7
4,5	0	3657.0	5.7
3,7	0	3597.0	5.7
2,4	0,1	3623.0	5.7
2	0	3683.0	5.7
1,7	0,1	3851.0	5.7
2	0,3	4332.0	5.7
2,4	0,4	4849.0	5.7
1,8	1	5041.0	5.7
1,6	1	5061.0	5.7
1,6	0,8	5023.0	5.7
2,8	0,6	4946.0	5.7
2,9	0,1	4842.0	5.7
3,4	0	4731.0	5.7
3,7	0	4713.0	5.7
3,2	0	4734.0	5.7
2,8	0	4814.0	5.7
2,8	0	4778.0	5.7
2,4	0	4726.0	5.7
1,8	0	4761.0	5.7
1	0	4842.0	5.7
0,8	0	4827.0	5.7
0,4	0	4627.0	5.7
0	0	4465.0	5.7
-1,1	0	4297.0	5.7
-1,6	0	4139.0	5.7
-2,9	0	4056.0	5.7
-3,4	0	4069.0	5.7
-4,4	0	4161.0	5.7
-4,1	0	4409.0	5.7
-4,7	0	4961.0	5.7
-2,1	0	5461.0	5.7
0,6	0	5365.0	5.7
1,9	0	5098.0	5.7
3,4	0	4946.0	5.7
4,2	0	4725.0	5.7
5,2	0	4641.0	5.7
5,4	0	4577.0	5.7
6,3	0	4562.0	5.7
6,3	0	4527.0	5.7
6,5	0	4530.0	5.7
5,9	0	4427.0	5.7
5,4	0	4476.0	5.7
3,7	0	4469.0	5.7
2,3	0	4635.0	5.7
1,3	0	4662.0	5.7
-0,6	0	4529.0	5.7
-1,6	0	4352.0	5.7
-2,3	0	4153.0	5.7
-2,8	0	4079.0	5.7
-1,7	0	4082.0	5.7
-2,1	0	4109.0	5.7
-3,8	0	4191.0	5.7
-4,5	0	4392.0	5.7
-4,2	0	4931.0	5.7
-2,8	0	5436.0	5.7
-0,8	0	5448.0	5.7
0,4	0	5173.0	5.7
1,4	0	5047.0	5.7
2,7	0	4861.0	5.7
4,2	0	4776.0	5.7
4,6	0	4672.0	5.7
4,9	0	4668.0	5.7
5,3	0	4637.0	5.7
5,2	0	4661.0	5.7
4,9	0	4635.0	5.7
4,5	0	4565.0	5.7
3,6	0	4569.0	5.7
1	0	4702.0	5.7
0,4	0	4750.0	5.7
0,1	0	4613.0	5.7
0,1	0	4437.0	5.7
-1,2	0	4198.0	5.7
-1,2	0	4123.0	5.7
-1,2	0	4081.0	5.7
-0,8	0	4084.0	5.7
-0,7	0	4148.0	5.7
-0,8	0	4285.0	5.7
-0,4	0	4803.0	5.7
0,3	0	5312.0	5.7
0,8	0	5355.0	5.7
1,3	0	5232.0	5.7
2,2	0	5075.0	5.7
3,1	0	4918.0	5.7
3,6	0	4810.0	5.7
4	0	4738.0	5.7
4,3	0	4727.0	5.7
4,4	0	4736.0	5.7
4,4	0	4782.0	5.7
4,4	0	4807.0	5.7
3,6	0	4786.0	5.7
2,5	0	4830.0	5.7
2,4	0	4913.0	5.7
2,6	0	4829.0	5.7
2,1	0	4643.0	5.7
1,8	0	4375.0	5.7
1,5	0	4158.0	5.7
1,1	0	4010.0	5.7
1	0	3981.0	5.7
0,9	0	3964.0	5.7
0,3	0	3975.0	5.7
0,2	0	4147.0	5.7
0,3	0	4622.0	5.7
0,4	0	5186.0	5.7
0,5	0	5343.0	5.7
1	0	5347.0	5.7
2,3	0	5264.0	5.7
2,8	0	5155.0	5.7
3,4	0	5001.0	5.7
4,3	0	4822.0	5.7
4,9	0	4667.0	5.7
5,5	0	4567.0	5.7
5	0	4500.0	5.7
3,9	0	4477.0	5.7
3,4	0	4534.0	5.7
1,9	0	4621.0	5.7
1	0	4647.0	5.7
1	0	4552.0	5.7
1	0	4410.0	5.7
0	0	4234.0	5.7
-0,2	0	4160.0	5.7
-0,1	0	3998.0	5.7
-0,2	0	3997.0	5.7
0,9	0	3889.0	5.7
1,1	0	3881.0	5.7
1,3	0	3899.0	5.7
1,8	0	3965.0	5.7
3,1	0	4060.0	5.7
4	0	4246.0	5.7
4,8	0	4423.0	5.7
6,3	0	4513.0	5.7
7	0	4371.0	5.7
7,4	0	4299.0	5.7
7,9	0	4221.0	5.7
7,9	0	4145.0	5.7
8,1	0	4079.0	5.7
8,3	0	4103.0	5.7
8,3	0	4161.0	5.7
7,1	0	4075.0	5.7
6,2	0	4173.0	5.7
5,2	0	4171.0	5.7
4,9	0	4103.0	5.7
4,6	0	3981.0	5.7
4,1	0	3897.0	5.7
4,5	0	3767.0	5.7
4,7	0	3670.0	5.7
4,4	0	3554.0	5.7
4,6	0	3595.0	5.7
3,5	0	3618.0	5.7
3,8	0	3688.0	5.7
4,6	0	3645.0	5.7
4,6	0	3700.0	5.7
7	0	3822.0	5.7
6,9	0	3897.0	5.7
9	0	3953.0	5.7
10,1	0	3879.0	5.7
10,9	0	3795.0	5.7
11,5	0	3692.0	5.7
12,4	0	3665.0	5.7
12,3	0,1	3643.0	5.7
12,4	0,2	3625.0	5.7
11,5	0	3592.0	5.7
10,3	0	3661.0	5.7
8,3	0	3721.0	5.7
7,3	0	3947.0	5.7
6,9	0	3930.0	5.7
6,4	0	3827.0	5.7
5,7	0	3765.0	5.7
5	0	3656.0	5.7
4,5	0	3558.0	5.7
3,7	0	3565.0	5.7
3,7	0	3556.0	5.7
2,3	0	3627.0	5.7
1,4	0	3878.0	5.7
0,9	0	4125.0	5.7
3,3	0	4399.0	5.7
4,9	0	4413.0	5.7
6,5	0	4329.0	5.7
7,8	0	4216.0	5.7
8,5	0	4100.0	5.7
7,8	0	4039.0	5.7
9,7	0	3984.0	5.7
10,5	0,1	3912.0	5.7
9,7	0	3878.0	5.7
10,4	0	3880.0	5.7
10,4	0	3861.0	5.7
8,9	0	3824.0	5.7
7,5	0	3858.0	5.7
5,3	0	4002.0	5.7
3,8	0	4052.0	5.7
2,6	0	3954.0	5.7
1,2	0	3852.0	5.7
1,2	0	3706.0	5.7
0,9	0	3594.0	5.7
1,7	0	3593.0	5.7
0,6	0	3592.0	5.7
-0,2	0	3668.0	5.7
0,2	0	3840.0	5.7
0,1	0	4125.0	5.7
2,9	0	4308.0	5.7
4,7	0	4402.0	5.7
6,3	0	4352.0	5.7
9	0	4233.0	5.7
8,7	0	4077.0	5.7
9,6	0	3995.0	5.7
9,6	0	3922.0	5.7
9,7	0	3882.0	5.7
9,6	0	3851.0	5.7
10,4	0	3869.0	5.7
9,2	0	3834.0	5.7
8,4	0	3876.0	5.7
7,7	0	3901.0	5.7
6,5	0	3967.0	5.7
6	0	3967.0	5.7
5,1	0	3855.0	5.7
4,5	0	3705.0	5.7
4,3	0	3541.0	5.7
4,3	0	3400.0	5.7
4,2	0	3368.0	5.7
4,1	0	3280.0	5.7
4,2	0	3339.0	5.7
4,3	0	3513.0	5.7
5	0	3638.0	5.7
5,2	0	3891.0	5.7
6	0	4062.0	5.7
5,2	0	4193.0	5.7
4,1	0,6	4337.0	5.7
3,9	0,8	4353.0	5.7
4	0,4	4366.0	5.7
3,9	0,4	4289.0	5.7
3,5	1,3	4301.0	5.7
3,1	1,1	4338.0	5.7
3,4	0,2	4345.0	5.7
3,9	0	4295.0	5.7
3,8	0	4237.0	5.7
3,7	0	4201.0	5.7
3,8	0	4150.0	5.7
3,7	0	4049.0	5.7
3,5	0	3882.0	5.7
3,6	0	3732.0	5.7
3,6	0	3590.0	5.7
3,4	0	3490.0	5.7
3,4	0	3421.0	5.7
3,5	0	3395.0	5.7
3,5	0	3376.0	5.7
3,6	0	3422.0	5.7
3,7	0	3491.0	5.7
4	0	3611.0	5.7
4	0	3781.0	5.7
4,3	0	3969.0	5.7
4,7	0	4056.0	5.7
5,3	0	4068.0	5.7
5,6	0	4031.0	5.7
6,7	0	3938.0	5.7
7,8	0	3902.0	5.7
7,5	0	3888.0	5.7
6,9	0	3868.0	5.7
7,3	0	3842.0	5.7
7,4	0	3817.0	5.7
7,2	0	3764.0	5.7
6	0	3749.0	5.7
5,1	0	3777.0	5.7
4,3	0	3706.0	5.7
3,7	0	3599.0	5.7
2,9	0	3511.0	5.7
4,6	0	3415.0	5.7
3,6	0	3415.0	5.7
3,3	0	3445.0	5.7
3,1	0	3487.0	5.7
2,6	0	3568.0	5.7
2,5	0	3702.0	5.7
4,5	0	3730.0	5.7
6,6	0	3715.0	5.7
9,1	0	3706.0	5.7
10,8	0	3642.0	5.7
10,4	0	3566.0	5.7
11,4	0	3479.0	5.7
12,3	0	3401.0	5.7
12,3	0	3355.0	5.7
12,9	0	3293.0	5.7
13,3	0	3268.0	5.7
12,5	0	3235.0	5.7
12,1	0	3260.0	5.7
10,7	0	3281.0	5.7
8,1	0	3357.0	5.7
5,6	0	3417.0	5.7
4,4	0	3356.0	5.7
3,7	0	3283.0	5.7
2,6	0	3205.0	5.7
2	0	3186.0	5.7
1	0	3178.0	5.7
1,1	0	3231.0	5.7
0,2	0	3270.0	5.7
0	0	3338.0	5.7
1	0	3374.0	5.7
5,1	0	3428.0	5.7
5,8	0	3436.0	5.7
7,8	0	3518.0	5.7
9,4	0	3526.0	5.7
11,7	0	3453.0	5.7
12,7	0	3355.0	5.7
14,1	0	3260.0	5.7
14,3	0	3211.0	5.7
14,3	0	3181.0	5.7
14,6	0	3118.0	5.7
12,6	0	3119.0	5.7
11,3	0	3160.0	5.7
8,9	0	3199.0	5.7
7	0	3253.0	5.7
5,3	0	3292.0	5.7
3,9	0	3280.0	5.7
3,2	0	3241.0	5.7
2,4	0	3212.0	5.7
3,2	0	3165.0	5.7
3	0	3119.0	5.7
2,1	0	3123.0	5.7
0,9	0	3122.0	5.7
0,8	0	3165.0	5.7
1,4	0	3188.0	5.7
1,9	0	3260.0	5.7
5,1	0	3348.0	5.7
6	0	3426.0	5.7
6,8	0	3429.0	5.7
7,4	0	3356.0	5.7
8,6	0	3265.0	5.7
10,4	0	3191.0	5.7
12	0	3146.0	5.7
13,2	0	3139.0	5.7
13,3	0	3120.0	5.7
12,3	0	3143.0	5.7
10,8	0	3204.0	5.7
8,8	0	3261.0	5.7
6,9	0	3372.0	5.7
5,4	0	3433.0	5.7
4,2	0	3372.0	5.7
2,8	0	3294.0	5.7
3,8	0	3217.0	5.7
3,7	0	3154.0	5.7
3,4	0	3097.0	5.7
3	0	3125.0	5.7
2,7	0	3165.0	5.7
2,6	0	3227.0	5.7
2,4	0	3280.0	5.7
2,6	0	3390.0	5.7
2,8	0	3588.0	5.7
3,6	0	3714.0	5.7
4,9	0	3784.0	5.7
6,7	0	3749.0	5.7
8,3	0	3666.0	5.7
10,1	0	3551.0	5.7
11,3	0	3499.0	5.7
12,5	0	3460.0	5.7
13,6	0	3414.0	5.7
13,4	0	3411.0	5.7
12,5	0	3413.0	5.7
11,2	0	3415.0	5.7
9,4	0	3496.0	5.7
6,3	0	3570.0	5.7
4,6	0	3494.0	5.7
3,2	0	3348.0	5.7
2,6	0	3187.0	5.7
2	0	3144.0	5.7
1,7	0	3136.0	5.7
1,4	0	3177.0	5.7
1,2	0	3257.0	5.7
0,4	0	3411.0	5.7
2	0	3812.0	5.7
4,5	0	4229.0	5.7
7,2	0	4223.0	5.7
9,3	0	4060.0	5.7
10,8	0	3920.0	5.7
12,8	0	3763.0	5.7
14,5	0	3686.0	5.7
15,5	0	3659.0	5.7
17,2	0	3605.0	5.7
17,4	0	3564.0	5.7
17,2	0	3537.0	5.7
17,8	0	3495.0	5.7
16,9	0	3447.0	5.7
15,9	0	3478.0	5.7
10,9	0	3558.0	5.7
9	0	3618.0	5.7
8,2	0	3526.0	5.7
6,9	0	3283.0	5.7
6,9	0	3098.0	5.7
6,4	0	3006.0	5.7
4,9	0	3005.0	5.7
4,4	0	3025.0	5.7
4,1	0	3070.0	5.7
3,9	0	3194.0	5.7
5,3	0	3558.0	5.7
8,4	0	3983.0	5.7
11,1	0	3994.0	5.7
13,4	0	3877.0	5.7
14,9	0	3726.0	5.7
15,7	0	3632.0	5.7
17,3	0	3619.0	5.7
18,5	0	3561.0	5.7
18,6	0	3500.0	5.7
18,8	0	3457.0	5.7
19,2	0	3416.0	5.7
19	0	3375.0	5.7
18,8	0	3311.0	5.7
18,1	0	3311.0	5.7
13,8	0	3369.0	5.7
13,3	0	3427.0	5.7
12,1	0	3313.0	5.7
11,7	0	3109.0	5.7
11,5	0	2887.0	5.7
10,4	0	2826.0	5.7
10,6	0	2826.0	5.7
9,5	0	2804.0	5.7
9	0	2842.0	5.7
9	0	2919.0	5.7
9,5	0	3245.0	5.7
10,3	0	3685.0	5.7
11	0	3770.0	5.7
12,6	0	3658.0	5.7
14,4	0	3589.0	5.7
14,9	0	3513.0	5.7
15,6	0	3489.0	5.7
16,8	0	3471.0	5.7
17,3	0	3424.0	5.7
17,7	0	3400.0	5.7
18,4	0	3380.0	5.7
17,9	0	3329.0	5.7
17,6	0	3266.0	5.7
16,3	0	3279.0	5.7
13,3	0	3351.0	5.7
12,5	0	3402.0	5.7
12,2	0	3293.0	5.7
11,6	0	3091.0	5.7
11,1	0	2893.0	5.7
11,6	0	2769.0	5.7
9,7	0	2701.0	5.7
9,3	0	2730.0	5.7
8,6	0	2805.0	5.7
9,2	0	2940.0	5.7
10,3	0	3290.0	5.7
12,3	0	3682.0	5.7
13,6	0	3684.0	5.7
14,5	0	3642.0	5.7
15,3	0	3587.0	5.7
16,3	0	3500.0	5.7
17,6	0	3393.0	5.7
18,4	0	3306.0	5.7
18,9	0	3268.0	5.7
19,2	0	3260.0	5.7
19,4	0	3248.0	5.7
19,2	0	3229.0	5.7
18,8	0	3175.0	5.7
17,5	0	3132.0	5.7
15,6	0	3133.0	5.7
13,8	0	3142.0	5.7
12,9	0	2992.0	5.7
12	0	2901.0	5.7
11,4	0	2772.0	5.7
10,6	0	2660.0	5.7
10,2	0	2601.0	5.7
9	0	2572.0	5.7
7,9	0	2604.0	5.7
7,4	0	2626.0	5.7
7,7	0	2703.0	5.7
8,4	0	2841.0	5.7
9	0	3050.0	5.7
9,9	0	3166.0	5.7
10,9	0	3231.0	5.7
11,1	0	3214.0	5.7
11,9	0	3149.0	5.7
12,6	0	3147.0	5.7
13,4	0	3093.0	5.7
12,5	0	3057.0	5.7
13,1	0	3090.0	5.7
11,9	0	3111.0	5.7
11,7	0	3154.0	5.7
10,5	0	3184.0	5.7
9,2	0	3175.0	5.7
8,7	0	3188.0	5.7
8,1	0	3158.0	5.7
7,8	0	3049.0	5.7
7,2	0	2965.0	5.7
7,1	0	2925.0	5.7
6,6	0	2880.0	5.7
5,7	0	2901.0	5.7
5,5	0	2935.0	5.7
5	0	2902.0	5.7
5,2	0	2877.0	5.7
6,4	0	2890.0	5.7
6,6	0	3039.0	5.7
8,1	0	3175.0	5.7
8,5	0	3234.0	5.7
10	0	3302.0	5.7
10,7	0	3240.0	5.7
11	0	3179.0	5.7
12,7	0	3139.0	5.7
12,6	0	3098.0	5.7
12,1	0	3124.0	5.7
12,3	0	3161.0	5.7
11,6	0	3126.0	5.7
11,4	0	3160.0	5.7
8,8	0	3238.0	5.7
6	0	3332.0	5.7
6,1	0	3267.0	5.7
6,1	0	3120.0	5.7
5,4	0	3007.0	5.7
3,8	0	2902.0	5.7
3,4	0	2846.0	5.7
2,5	0	2879.0	5.7
1,8	0	2931.0	5.7
1,1	0	3058.0	5.7
2,6	0	3463.0	5.7
6,4	0	3886.0	5.7
8,6	0	3914.0	5.7
10,5	0	3776.0	5.7
12,5	0	3621.0	5.7
13,5	0	3491.0	5.7
15,1	0	3441.0	5.7
15,5	0	3372.0	5.7
16,2	0	3330.0	5.7
16,4	0	3303.0	5.7
16,7	0	3295.0	5.7
16,5	0	3279.0	5.7
15,2	0	3227.0	5.7
14,6	0	3234.0	5.7
12,9	0	3306.0	5.7
11,4	0	3335.0	5.7
10,7	0	3222.0	5.7
10,3	0	2987.0	5.7
9,6	0	2756.0	5.7
8,8	0	2638.0	5.7
8	0	2573.0	5.7
7,2	0	2559.0	5.7
6,2	0	2587.0	5.7
5,7	0	2721.0	5.7
5,6	0	3137.0	5.7
5,7	0	3668.0	5.7
5,9	0	3817.0	5.7
6,8	0	3795.0	5.7
7,8	0	3733.0	5.7
8,5	0	3681.0	5.7
9,2	0	3627.0	5.7
11,1	0	3542.0	5.7
10,2	0	3543.0	5.7
10,7	0	3520.0	5.7
10,4	0	3530.0	5.7
11	0	3515.0	5.7
9,7	0	3452.0	5.7
9,5	0	3457.0	5.7
7,1	0	3528.0	5.7
6,6	0	3633.0	5.7
5,5	0	3517.0	5.7
5,5	0	3313.0	5.7
5,2	0	3092.0	5.7
4,7	0	2979.0	5.7
4,4	0	2946.0	5.7
4,1	0	2952.0	5.7
3,8	0	2978.0	5.7
3,6	0	3077.0	5.7
3,5	0	3488.0	5.7
3,6	0	3995.0	5.7
2,9	0	4146.0	5.7
2,5	0,1	4139.0	5.7
3,3	0	4074.0	5.7
4,8	0	3970.0	5.7
6,3	0	3891.0	5.7
7	0	3817.0	5.7
7,4	0	3777.0	5.7
8,1	0	3741.0	5.7
9,4	0	3716.0	5.7
9,5	0	3654.0	5.7
8,6	0	3557.0	5.7
8,1	0	3571.0	5.7
6,2	0	3641.0	5.7
6,4	0	3748.0	5.7
3,3	0	3722.0	5.7
2,3	0	3485.0	5.7
1,2	0	3313.0	5.7
0,7	0	3189.0	5.7
0,2	0	3157.0	5.7
-0,1	0	3171.0	5.7
0,2	0	3218.0	5.7
0,8	0	3260.0	5.7
1,9	0	3637.0	5.7
3,5	0	4144.0	5.7
5,3	0	4244.0	5.7
6,7	0	4032.0	5.7
8,1	0	3858.0	5.7
10	0	3804.0	5.7
10,1	0	3781.0	5.7
10,9	0	3732.0	5.7
13,2	0	3644.0	5.7
12,3	0	3623.0	5.7
12,3	0	3462.0	5.7
12,1	0	3601.0	5.7
12,1	0	3559.0	5.7
11,5	0	3543.0	5.7
10,3	0	3545.0	5.7
7,8	0	3568.0	5.7
6,8	0	3541.0	5.7
7	0	3359.0	5.7
6,7	0	3142.0	5.7
6,4	0	3013.0	5.7
5,5	0	3010.0	5.7
5	0	3033.0	5.7
4,9	0	3050.0	5.7
4,8	0	3163.0	5.7
5,4	0	3515.0	5.7
5,9	0	3967.0	5.7
6,7	0	4073.0	5.7
7,9	0	3973.0	5.7
9,4	0	3814.0	5.7
9,6	0	3688.0	5.7
10,6	0	3612.0	5.7
12	0	3556.0	5.7
12,5	0	3421.0	5.7
12,5	0	3231.0	5.7
11,5	0	3530.0	5.7
11,8	0	3604.0	5.7
11,2	0	3581.0	5.7
10,8	0	3556.0	5.7
9,7	0	3536.0	5.7
9	0	3436.0	5.7
8,3	0	3334.0	5.7
7,7	0	3189.0	5.7
7,5	0	3052.0	5.7
7,7	0	2912.0	5.7
7,4	0	2864.0	5.7
7,1	0	2836.0	5.7
6,4	0	2818.0	5.7
5,6	0	2819.0	5.7
6,3	0	2870.0	5.7
8,2	0	2962.0	5.7
9,7	0	3080.0	5.7
11,1	0	3221.0	5.7
11,3	0	3284.0	5.7
11,7	0	3289.0	5.7
11,2	0	3279.0	5.7
11,5	0	3236.0	5.7
12,2	0	3195.0	5.7
11,5	0	3153.0	5.7
11,8	0	3145.0	5.7
11,9	0	3202.0	5.7
11,5	0	3200.0	5.7
11,1	0	3191.0	5.7
9,8	0	3156.0	5.7
8,1	0	3170.0	5.7
7	0	3123.0	5.7
6,9	0	3030.0	5.7
7	0	2918.0	5.7
6,6	0	2825.0	6.3
6,4	0	2770.0	6.3
6,5	0	2756.0	6.3
5,9	0	2771.0	6.3
6,4	0	2735.0	6.3
6,6	0	2747.0	6.3
8,3	0	2816.0	6.3
9,5	0	2891.0	6.3
11	0	3000.0	6.3
12,2	0	3097.0	6.3
12,8	0	3083.0	6.3
14,4	0	3064.0	6.3
14,7	0	3051.0	6.3
14,3	0	3035.0	6.3
14,2	0	3054.0	6.3
14,9	0	3052.0	6.3
14,6	0	3052.0	6.3
14,2	0	3097.0	6.3
12,4	0	3131.0	6.3
11,1	0	3184.0	6.3
10	0	3197.0	6.3
8,4	0	3157.0	6.3
7,8	0	3065.0	6.3
6,2	0	2921.0	6.3
5,2	0	2801.0	6.3
6,3	0	2776.0	6.3
5,1	0	2774.0	6.3
4,3	0	2828.0	6.3
4,9	0	2952.0	6.3
6,3	0	3363.0	6.3
9,2	0	3696.0	6.3
10,7	0	3775.0	6.3
13	0	3726.0	6.3
13,4	0	3601.0	6.3
13,1	0	3558.0	6.3
12,9	0	3526.0	6.3
13,5	0	3490.0	6.3
13,7	0	3529.0	6.3
13,6	0	3482.0	6.3
14	0	3495.0	6.3
14,1	0	3430.0	6.3
14,3	0	3369.0	6.3
13	0	3360.0	6.3
11	0	3345.0	6.3
9,4	0	3413.0	6.3
8,3	0	3373.0	6.3
7,7	0	3175.0	6.3
6,3	0	2992.0	6.3
5,4	0	2915.0	6.3
4,7	0	2887.0	6.3
3,3	0	2868.0	6.3
1,8	0	2919.0	6.3
3,6	0	3010.0	6.3
4,3	0	3399.0	6.3
7	0	3787.0	6.3
7,9	0	3775.0	6.3
8,5	0	3660.0	6.3
8,5	0	3669.0	6.3
